numcol__Elevation,numcol__Aspect,numcol__Slope,numcol__Horizontal_Distance_To_Hydrology,numcol__Vertical_Distance_To_Hydrology,numcol__Horizontal_Distance_To_Roadways,numcol__Hillshade_9am,numbin__Hillshade_Noon,numbin__Hillshade_3pm,numbin__Horizontal_Distance_To_Fire_Points,numbin__Wilderness_Area,numbin__Soil_Type1,numbin__Soil_Type2,numbin__Soil_Type3,numbin__Soil_Type4,numbin__Soil_Type5,numbin__Soil_Type6,numbin__Soil_Type7,numbin__Soil_Type8,numbin__Soil_Type9,numbin__Soil_Type10,numbin__Soil_Type11,numbin__Soil_Type12,numbin__Soil_Type13,numbin__Soil_Type14,numbin__Soil_Type16,numbin__Soil_Type17,numbin__Soil_Type18,numbin__Soil_Type19,numbin__Soil_Type20,numbin__Soil_Type21,numbin__Soil_Type22,numbin__Soil_Type23,numbin__Soil_Type24,numbin__Soil_Type25,numbin__Soil_Type26,numbin__Soil_Type27,numbin__Soil_Type28,numbin__Soil_Type29,numbin__Soil_Type30,numbin__Soil_Type31,numbin__Soil_Type32,numbin__Soil_Type33,numbin__Soil_Type34,numbin__Soil_Type35,numbin__Soil_Type37,numbin__Soil_Type38,numbin__Soil_Type39,numbin__Soil_Type40,Cover_Type
-0.46494464944649444,-0.5079365079365079,-0.5718481699051062,0.12121212121212122,0.041666666666666664,-0.04,0.26109160548994576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.1992619926199262,-0.031746031746031744,-0.16199728874830546,-0.30303030303030304,-0.8333333333333334,-0.22,0.4053622725821896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.3985239852398524,0.0,-0.5849525530953457,-3.5757575757575757,-0.4166666666666667,1.98,0.23108841366102778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.4797047970479706,2.492063492063492,0.11952101220063263,-0.6666666666666666,0.7916666666666666,0.9,-0.05362272582189594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1.996309963099631,0.2222222222222222,0.6518300948938093,-1.393939393939394,-0.041666666666666664,1.0,-0.3753590807532716,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.6863468634686347,-0.42857142857142855,0.5469950293718934,-0.030303030303030304,0.2916666666666667,0.2,-0.3817427385892116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34317343173431736,-0.031746031746031744,-0.5271125169453231,-0.6666666666666666,-0.08333333333333333,0.48,-0.4021704436642196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.22509225092250923,0.07936507936507936,0.4367374604609128,-0.8787878787878788,0.125,0.74,-0.5694222789658474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.46494464944649444,-0.4126984126984127,0.00745594215996385,-0.15151515151515152,-0.75,-0.28,-0.46728375359080754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8929889298892989,0.1111111111111111,0.10641662901039313,0.30303030303030304,-0.125,-0.3,0.4877114586658155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.4833948339483395,-0.15873015873015872,-0.2736104835065522,0.8181818181818182,0.041666666666666664,-0.74,-0.0938397701883179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.6420664206642066,0.3492063492063492,-0.13398102123813826,0.36363636363636365,0.5,-0.04,-0.6741142674752634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.9372693726937269,-0.6031746031746031,2.025982828739268,-0.45454545454545453,0.0,0.38,1.2390679859559528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7970479704797048,-0.4603174603174603,-0.38296430185268865,-0.7878787878787878,0.875,1.0,0.4845196297478455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
-0.16974169741697417,-0.031746031746031744,-0.17826479891549932,-0.6060606060606061,0.0,0.48,-0.6536865624002554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
-0.15129151291512916,-0.7619047619047619,0.7932670582919115,-1.2121212121212122,0.25,1.02,-0.12256623045004787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.988929889298893,0.015873015873015872,1.0919566199728874,0.42424242424242425,0.041666666666666664,-0.28,0.22151292690711777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1.4206642066420665,-1.1904761904761905,-0.5935381834613647,-0.09090909090909091,-0.08333333333333333,0.06,-0.21895946377274178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.33948339483394835,-0.30158730158730157,1.4986443741527338,-0.030303030303030304,-0.2916666666666667,-0.12,0.7711458665815513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.16974169741697417,-0.3968253968253968,0.0038409399005874378,-0.12121212121212122,1.0,0.52,-0.6524098308330674,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.3985239852398524,-0.47619047619047616,0.5908269317668323,0.30303030303030304,0.5,0.02,-0.43983402489626555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
0.2988929889298893,0.8888888888888888,1.3617261635788522,-0.09090909090909091,-1.875,-1.08,0.4998404085541015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.43911439114391143,0.7936507936507936,0.9487121554450971,-1.3636363636363635,0.6666666666666666,1.3,0.03957867858282796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.0959409594095941,0.6507936507936508,-0.5944419340262088,-0.5757575757575758,0.16666666666666666,0.56,-0.7379508458346633,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-0.4833948339483395,-0.3492063492063492,-0.21441482150926344,0.3333333333333333,-0.125,-0.34,-0.7922119374401532,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
0.4944649446494465,0.3333333333333333,0.4548124717577948,-0.8484848484848485,1.0416666666666667,1.08,-0.46153846153846156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
0.9372693726937269,0.47619047619047616,1.55286940804338,-0.06060606060606061,0.041666666666666664,0.1,2.992658793488669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.084870848708487,-0.2857142857142857,0.4990962494351559,0.7575757575757576,-0.625,-1.02,-0.8924353654644112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.5756457564575646,-0.047619047619047616,0.2736104835065522,-1.303030303030303,0.20833333333333334,1.04,-0.5732524736674114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
0.9520295202952029,0.7936507936507936,1.6170356981473113,-0.24242424242424243,1.0416666666666667,0.64,1.042451324609001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.42066420664206644,0.2857142857142857,0.6617713511070944,-0.06060606060606061,-0.7083333333333334,-0.34,2.018512607724226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.8487084870848709,1.1111111111111112,-0.6378219611387257,0.6363636363636364,-0.2916666666666667,-0.7,-0.5694222789658474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.5756457564575646,-0.12698412698412698,-0.6518300948938093,-2.0303030303030303,-0.9166666666666666,0.92,-0.3970635173954676,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1.9040590405904059,4.73015873015873,-0.3612742882964302,-0.48484848484848486,-0.375,0.18,-0.3504628151931056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.6863468634686347,-0.38095238095238093,1.0910528694080435,0.6060606060606061,0.2916666666666667,-0.36,-0.45579316948611553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.12546125461254612,0.31746031746031744,-0.8077270673294171,-2.1818181818181817,0.16666666666666666,1.54,-0.6881583147143313,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1.088560885608856,2.3174603174603177,-0.5031631269769543,-1.2121212121212122,-2.4583333333333335,-0.6,-0.6511330992658794,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1.081180811808118,2.3333333333333335,-0.1104835065521916,0.030303030303030304,-0.625,-0.36,0.8030641557612512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.24354243542435425,0.14285714285714285,0.43899683687302304,-0.6060606060606061,0.25,0.6,0.0938397701883179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.7749077490774908,0.7301587301587301,-0.51762313601446,-1.2727272727272727,0.75,1.26,-0.9281838493456751,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1.2398523985239853,0.36507936507936506,-0.005648441030275644,-0.696969696969697,0.4166666666666667,0.76,-0.6741142674752634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
0.9372693726937269,0.36507936507936506,-0.04767284229552644,0.30303030303030304,0.7083333333333334,0.1,0.47749760612831155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
-0.014760147601476014,-0.2222222222222222,0.19272480795300498,-0.3939393939393939,0.0,0.32,-0.42706670922438555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7527675276752768,2.365079365079365,-0.13036601897876185,-1.0606060606060606,-0.041666666666666664,0.76,0.24513246090009574,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
-0.5498154981549815,-0.015873015873015872,0.31427925892453684,-2.5757575757575757,0.375,1.82,-0.944781359719119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
-0.24354243542435425,-0.6349206349206349,-0.26954360596475374,0.3333333333333333,0.041666666666666664,-0.22,-0.3249281838493457,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-0.6420664206642066,-0.4444444444444444,0.7440126525079078,0.12121212121212122,0.9166666666666666,0.32,0.8911586338972232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.43911439114391143,-0.047619047619047616,-0.4859918662449164,-1.2727272727272727,0.9166666666666666,1.32,-0.007660389403127992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.8929889298892989,1.9047619047619047,0.5076818798011749,-0.7878787878787878,0.9166666666666666,1.02,0.23108841366102778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.12546125461254612,0.5555555555555556,-0.4227293267058292,0.8787878787878788,-0.4583333333333333,-1.06,-0.37408234918608363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.6420664206642066,-0.4126984126984127,0.24152733845458654,0.2727272727272727,0.25,-0.08,1.4554739865943185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.33948339483394835,-0.2222222222222222,0.5460912788070492,-0.8181818181818182,-0.5416666666666666,0.32,0.2687519948930737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.24354243542435425,-0.15873015873015872,0.01649344780840488,0.36363636363636365,0.7916666666666666,0.02,0.6204915416533674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
-0.6863468634686347,-0.4603174603174603,-0.24514234071396296,0.15151515151515152,-0.5,-0.38,-0.6141078838174274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.6863468634686347,-0.15873015873015872,0.28897424310890196,0.48484848484848486,-2.0416666666666665,-1.7,0.3000319182891797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.06642066420664207,0.2222222222222222,1.472435607772255,-0.06060606060606061,-0.4166666666666667,-0.14,1.3782317267794446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.136531365313653,0.2698412698412698,0.035924084952553094,-0.24242424242424243,0.0,0.22,-0.6504947334822854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6863468634686347,-0.4603174603174603,0.8845458653411659,0.06060606060606061,0.20833333333333334,0.08,1.3086498563676987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
0.11439114391143912,-0.23809523809523808,-0.219385449615906,-0.24242424242424243,-0.625,-0.16,0.14554739865943186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3025830258302583,-0.07936507936507936,0.40239493899683687,-0.15151515151515152,0.0,0.16,0.6830513884455793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.08856088560885608,-0.3492063492063492,0.675327609579756,0.42424242424242425,0.125,-0.26,1.5308011490584104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.1918819188191882,0.42857142857142855,0.6450519656574786,0.3939393939393939,0.0,-0.3,-0.5362272582189594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.7970479704797048,-0.4603174603174603,1.1082241301400813,0.2727272727272727,0.3333333333333333,-0.04,0.8713692946058091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.02214022140221402,0.015873015873015872,0.2510167193854496,-0.7878787878787878,-0.75,0.2,-0.8758378550909671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
-0.6863468634686347,-0.4603174603174603,0.13036601897876185,-0.5151515151515151,-0.25,0.26,1.5397382700287265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.6457564575645757,2.0793650793650795,-0.7263895164934479,0.6060606060606061,-0.25,-0.66,-0.9269071177784871,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.42066420664206644,-0.2222222222222222,1.2067329417080885,-0.9090909090909091,0.08333333333333333,0.74,-0.970954356846473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.34317343173431736,-0.3492063492063492,0.16470854044283778,-0.15151515151515152,0.25,0.28,0.2930098946696457,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.5756457564575646,-0.2222222222222222,-0.4552643470402169,1.0,-0.75,-1.64,-0.21193744015320778,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
